dataset,sample.id,size,log.log.data
78,McGill0004,244166,2.51814827382588
78,McGill0005,244101,2.51812681169977
78,McGill0006,244059,2.51811294057974
78,McGill0007,244085,2.5181215277677
78,McGill0008,244053,2.5181109587806
78,McGill0009,244124,2.51813440669648
78,McGill0010,244094,2.51812450002554
78,McGill0011,244053,2.5181109587806
78,McGill0024,244050,2.51810996786128
78,McGill0025,244065,2.51811492232624
78,McGill0026,244083,2.51812086724987
78,McGill0027,244053,2.5181109587806
78,McGill0028,244059,2.51811294057974
78,McGill0029,244055,2.51811161938616
78,McGill0058,244058,2.51811261028354
78,McGill0059,244073,2.51811756457301
78,McGill0079,245593,2.51861790064482
78,McGill0091,244045,2.51810831629983
78,McGill0095,244085,2.5181215277677
78,McGill0101,244381,2.51821921997494
78,McGill0102,244096,2.5181251605112
78,McGill0104,244076,2.51811855539142
78,McGill0106,244318,2.5181984380918
78,McGill0107,244060,2.51811327087448
78,McGill0322,244085,2.5181215277677
79,McGill0001,18546,2.28523641226533
79,McGill0002,18637,2.28573432603836
79,McGill0004,18562,2.28532415230794
79,McGill0005,18560,2.28531318936036
79,McGill0006,18586,2.2854556062599
79,McGill0007,18574,2.28538990267587
79,McGill0008,18618,2.28563058758043
79,McGill0009,18582,2.2854337102595
79,McGill0010,18587,2.2854610794488
79,McGill0011,18575,2.28539537976054
79,McGill0024,18632,2.2857070377445
79,McGill0025,18556,2.28529125956006
79,McGill0026,18631,2.2857015791176
79,McGill0027,18572,2.28537894753182
79,McGill0028,18560,2.28531318936036
79,McGill0029,18547,2.28524189846085
79,McGill0058,19624,2.29096874227995
79,McGill0059,18564,2.28533511395418
79,McGill0079,18641,2.28575615086691
79,McGill0091,18614,2.28560873304311
79,McGill0095,18692,2.2860339660264
79,McGill0101,22752,2.30582068607288
79,McGill0102,18577,2.28540633295537
79,McGill0104,18845,2.28686242770362
79,McGill0106,18610,2.28558687333113
79,McGill0107,18597,2.28551579350136
79,McGill0322,18561,2.28531867099684
80,McGill0001,149106,2.47758094399163
80,McGill0002,149319,2.47770076934485
80,McGill0004,149197,2.47763215966966
80,McGill0005,149226,2.47764847403507
80,McGill0006,149135,2.47759726914879
80,McGill0007,149221,2.47764566145864
80,McGill0008,149112,2.47758432189271
80,McGill0009,149137,2.47759839489485
80,McGill0010,149151,2.47760627465915
80,McGill0011,149149,2.47760514902763
80,McGill0024,149146,2.47760346054966
80,McGill0025,149173,2.47761865552626
80,McGill0026,149216,2.47764284878005
80,McGill0027,149123,2.47759051432872
80,McGill0028,149130,2.47759445471202
80,McGill0029,149109,2.47758263296059
80,McGill0058,150627,2.47843255978213
80,McGill0059,149333,2.4777086386996
80,McGill0079,150176,2.47818101823045
80,McGill0091,149166,2.47761471637415
80,McGill0095,149215,2.47764228623208
80,McGill0101,150416,2.47831497802751
80,McGill0102,149138,2.47759895776175
80,McGill0104,149961,2.47806081538383
80,McGill0106,149190,2.47762822120441
80,McGill0107,149191,2.47762878385457
80,McGill0322,149128,2.47759332890868
81,McGill0001,20661,2.29616484163761
81,McGill0002,20651,2.29611611654831
81,McGill0004,20635,2.29603810236381
81,McGill0005,20639,2.29605761215018
81,McGill0006,20657,2.29614535471734
81,McGill0007,20644,2.29608199353152
81,McGill0008,20699,2.29634976054082
81,McGill0009,20627,2.29599907030037
81,McGill0010,20675,2.29623301317305
81,McGill0011,20648,2.29610149395736
81,McGill0024,20634,2.29603322426682
81,McGill0025,20665,2.29618432440593
81,McGill0026,20675,2.29623301317305
81,McGill0027,20633,2.29602834590961
81,McGill0028,20646,2.29609174426423
81,McGill0029,20648,2.29610149395736
81,McGill0058,21189,2.29870130665783
81,McGill0059,20645,2.29608686902783
81,McGill0079,20857,2.2971146475845
81,McGill0091,21144,2.2984878564005
81,McGill0095,20630,2.29601370927643
81,McGill0101,20965,2.29763382161553
81,McGill0102,20683,2.29627194552837
81,McGill0104,20660,2.29615997029686
81,McGill0106,20919,2.29741305261099
81,McGill0107,20716,2.2964323664867
81,McGill0322,20635,2.29603810236381
85,McGill0001,424269,2.56172284764227
85,McGill0002,424325,2.56173303294069
85,McGill0004,424236,2.56171684491328
85,McGill0005,424228,2.56171538963051
85,McGill0006,424245,2.56171848207107
85,McGill0007,424214,2.56171284281452
85,McGill0008,424206,2.56171138745045
85,McGill0009,424214,2.56171284281452
85,McGill0010,424233,2.5617162991857
85,McGill0011,424204,2.56171102360481
85,McGill0024,424218,2.56171357048547
85,McGill0025,424214,2.56171284281452
85,McGill0026,424254,2.56172011919144
85,McGill0027,424224,2.56171466197803
85,McGill0028,424241,2.56171775445
85,McGill0029,424261,2.56172139248143
85,McGill0058,424442,2.56175430826721
85,McGill0059,424246,2.56171866397518
85,McGill0079,425304,2.56191086023332
85,McGill0091,424262,2.56172157437815
85,McGill0095,424206,2.56171138745045
85,McGill0101,426211,2.56207521628684
85,McGill0102,424211,2.56171229705646
85,McGill0104,424755,2.5618111932707
85,McGill0106,424347,2.56173703391178
85,McGill0107,424217,2.56171338856842
85,McGill0322,424261,2.56172139248143
86,McGill0012,61125,2.3997731654335
86,McGill0013,61266,2.39998221351134
86,McGill0014,61710,2.40063708072496
86,McGill0016,61174,2.39984587292498
86,McGill0019,61201,2.39988590909715
86,McGill0022,61196,2.39987849644485
86,McGill0023,61421,2.40021141349102
86,McGill0036,61178,2.39985180542578
86,McGill0037,61209,2.399897767967
86,McGill0267,61141,2.39979691364325
90,McGill0012,41946,2.36500935150335
90,McGill0013,42231,2.36564531831835
90,McGill0014,41939,2.36499367184405
90,McGill0016,42034,2.36520622338608
90,McGill0019,41931,2.3649757487274
90,McGill0022,41927,2.36496678576621
90,McGill0023,41948,2.36501383088025
90,McGill0036,41950,2.36501831002352
90,McGill0037,41922,2.36495558074917
90,McGill0267,41929,2.36497126736373
91,McGill0012,53173,2.38704627353445
91,McGill0013,52553,2.38596782854344
91,McGill0014,52671,2.38617414787093
91,McGill0016,52597,2.38604482026663
91,McGill0019,52553,2.38596782854344
91,McGill0022,52548,2.38595907503024
91,McGill0023,52535,2.38593631163862
91,McGill0036,52887,2.38655051285009
91,McGill0037,52526,2.38592054876388
91,McGill0267,52625,2.38609377838913
93,McGill0012,98712,2.44234371350094
93,McGill0013,98917,2.44252409740046
93,McGill0014,98751,2.44237806178304
93,McGill0016,98960,2.4425618824676
93,McGill0019,99173,2.44274878759568
93,McGill0022,98744,2.44237189779263
93,McGill0023,98744,2.44237189779263
93,McGill0036,98820,2.44243879571559
93,McGill0037,98703,2.44233578487952
93,McGill0267,98774,2.442398311551
94,McGill0012,165729,2.48641461250623
94,McGill0013,165894,2.48649740962167
94,McGill0014,165982,2.48654153161714
94,McGill0016,166117,2.48660916954069
94,McGill0019,165861,2.48648085733688
94,McGill0022,165717,2.48640858741507
94,McGill0023,165800,2.48645025129558
94,McGill0036,165838,2.48646931878625
94,McGill0037,165780,2.48644021387272
94,McGill0267,165738,2.48641913101449
95,McGill0012,90650,2.43490736133835
95,McGill0013,91509,2.43573326531875
95,McGill0014,90939,2.43518617322967
95,McGill0016,95169,2.43916018339849
95,McGill0019,90637,2.43489479691434
95,McGill0022,90702,2.43495759944478
95,McGill0023,91419,2.43564712915184
95,McGill0036,90595,2.43485419076067
95,McGill0037,90661,2.43491799124349
95,McGill0267,90607,2.43486579460774
96,McGill0012,149541,2.47782546071849
96,McGill0013,149662,2.47789333867849
96,McGill0014,149898,2.47802555776475
96,McGill0016,150334,2.47826923450165
96,McGill0019,149610,2.47786417527634
96,McGill0022,149489,2.47779627173328
96,McGill0023,149532,2.47782040956611
96,McGill0036,149503,2.47780413138874
96,McGill0037,149915,2.47803507330752
96,McGill0267,149505,2.47780525413154
97,McGill0012,603854,2.58859735152046
97,McGill0013,603960,2.58861053771242
97,McGill0014,603727,2.58858154969237
97,McGill0016,604220,2.58864287066868
97,McGill0019,604171,2.58863677829403
97,McGill0022,603791,2.58858951326498
97,McGill0023,604020,2.58861800049191
97,McGill0036,603993,2.58861464233977
97,McGill0037,603749,2.58858428727282
97,McGill0267,603786,2.58858889114355
98,McGill0012,96842,2.44067921606727
98,McGill0013,96887,2.44071967976598
98,McGill0014,97265,2.44105877036702
98,McGill0016,96736,2.44058382073943
98,McGill0019,96702,2.4405531981658
98,McGill0022,96687,2.44053968448565
98,McGill0023,96949,2.44077539629757
98,McGill0036,96758,2.44060362911166
98,McGill0037,96725,2.44057391471675
98,McGill0267,96713,2.4405631067497
99,McGill0012,463830,2.56857917590518
99,McGill0013,463865,2.56858495915304
99,McGill0014,463621,2.56854463187105
99,McGill0016,464434,2.56867891239228
99,McGill0019,463575,2.56853702662675
99,McGill0022,463590,2.56853950668699
99,McGill0023,463756,2.56856694691984
99,McGill0036,463784,2.56857157435054
99,McGill0037,463631,2.56854628507753
99,McGill0267,463566,2.56853553854913
100,McGill0012,47699,2.37701197329008
100,McGill0013,48109,2.3778061535358
100,McGill0014,47723,2.3770586671105
100,McGill0016,49099,2.37969371092319
100,McGill0019,47788,2.37718500078603
100,McGill0022,47717,2.37704699606162
100,McGill0023,47881,2.37736542895351
100,McGill0036,47750,2.37711116699398
100,McGill0037,47703,2.37701975737624
100,McGill0267,47651,2.37691850857544
101,McGill0012,113855,2.45467774120882
101,McGill0013,113877,2.45469433600857
101,McGill0014,114011,2.45479533830535
101,McGill0016,113823,2.45465359710143
101,McGill0019,114625,2.4552564971946
101,McGill0022,113783,2.45462340659984
101,McGill0023,114184,2.45492554631892
101,McGill0036,114024,2.45480513017543
101,McGill0037,113783,2.45462340659984
101,McGill0267,113786,2.4546256712872
102,McGill0012,71236,2.41356759849345
102,McGill0013,71598,2.41402113298425
102,McGill0014,70990,2.41325796018554
102,McGill0016,72148,2.41470544532769
102,McGill0019,71035,2.41331468861916
102,McGill0022,71596,2.41401863413731
102,McGill0023,71079,2.41337011857514
102,McGill0036,71502,2.41390110246997
102,McGill0037,70999,2.41326930900599
102,McGill0267,70950,2.41320750201051
103,McGill0012,292132,2.53250253234879
103,McGill0013,292111,2.532496820126
103,McGill0014,292104,2.53249491595322
103,McGill0016,292237,2.53253108681556
103,McGill0019,292104,2.53249491595322
103,McGill0022,292158,2.53250960401054
103,McGill0023,292138,2.53250416433103
103,McGill0036,292219,2.53252619255073
103,McGill0037,292359,2.53256425048026
103,McGill0267,292248,2.53253407759499
105,McGill0012,127323,2.46423465242174
105,McGill0013,127295,2.46421594131494
105,McGill0014,127017,2.46402992410839
105,McGill0016,128097,2.46475012069055
105,McGill0019,127039,2.46404466098415
105,McGill0022,127023,2.46403394353099
105,McGill0023,129849,2.46590454084023
105,McGill0036,127406,2.46429009126532
105,McGill0037,126996,2.46401585450668
105,McGill0267,127020,2.46403193384545
106,McGill0012,96900,2.4407313654754
106,McGill0013,96867,2.44070169842273
106,McGill0014,96806,2.44064683038862
106,McGill0016,97324,2.4411115679347
106,McGill0019,96767,2.44061173112551
106,McGill0022,96671,2.44052526738114
106,McGill0023,97094,2.44090555000674
106,McGill0036,96649,2.44050543962628
106,McGill0037,96649,2.44050543962628
106,McGill0267,96836,2.44067381936312
107,McGill0012,570048,2.58425984608998
107,McGill0013,570021,2.5842562722623
107,McGill0014,570578,2.58432996216759
107,McGill0016,571837,2.58449624049812
107,McGill0019,569896,2.58423972439101
107,McGill0022,570208,2.58428102059301
107,McGill0023,570104,2.58426725789301
107,McGill0036,570389,2.58430496654803
107,McGill0037,570080,2.58426408150188
107,McGill0267,570472,2.58431594455708
116,McGill0001,16636,2.27411609968383
116,McGill0002,16735,2.27472637898867
116,McGill0004,16664,2.27428910930431
116,McGill0005,16724,2.27465876706274
116,McGill0006,16699,2.27450492102612
116,McGill0007,16811,2.2751921809604
116,McGill0008,16653,2.27422117950242
116,McGill0009,16782,2.27501471525582
116,McGill0010,16642,2.27415320019589
116,McGill0011,16673,2.27434465145972
116,McGill0024,16804,2.27514937533841
116,McGill0025,16663,2.27428293591161
116,McGill0026,16644,2.27416556375508
116,McGill0027,16637,2.27412228412724
116,McGill0028,16644,2.27416556375508
116,McGill0029,16725,2.27466491562778
116,McGill0058,17613,2.27997055554415
116,McGill0059,16729,2.27468950583428
116,McGill0079,18325,2.28401590043339
116,McGill0091,16954,2.27606236175745
116,McGill0095,16788,2.2750514600309
116,McGill0101,16772,2.27495344175749
116,McGill0102,16699,2.27450492102612
116,McGill0104,17114,2.27702644790601
116,McGill0106,16645,2.27417174492026
116,McGill0107,16697,2.27449260237152
116,McGill0322,16703,2.2745295534547
117,McGill0001,12503,2.24429091736732
117,McGill0002,12597,2.24508457033767
117,McGill0004,12613,2.24521900775406
117,McGill0005,12427,2.24364440047689
117,McGill0006,12429,2.24366147005011
117,McGill0007,12607,2.24516861583605
117,McGill0008,12426,2.24363586455078
117,McGill0009,12476,2.24406173273901
117,McGill0010,12487,2.24415517041214
117,McGill0011,12448,2.2438234796311
117,McGill0024,12629,2.24535325670362
117,McGill0025,12429,2.24366147005011
117,McGill0026,12465,2.24396820390323
117,McGill0027,12493,2.24420609805251
117,McGill0028,12499,2.24425699864816
117,McGill0029,12536,2.24457028969051
117,McGill0058,12560,2.24477295917515
117,McGill0059,12423,2.24361025221288
117,McGill0079,12547,2.2446632330908
117,McGill0091,12497,2.24424003478622
117,McGill0095,12550,2.24468856565109
117,McGill0101,13038,2.24872254822169
117,McGill0102,12520,2.24443493815195
117,McGill0104,12555,2.24473077170579
117,McGill0106,12496,2.24423155172921
117,McGill0107,12487,2.24415517041214
117,McGill0322,12440,2.24375529842975
121,McGill0001,13129,2.24945630490063
121,McGill0002,13132,2.24948039886702
121,McGill0004,13316,2.25094664417334
121,McGill0005,13122,2.24940006196945
121,McGill0006,13163,2.24972901413951
121,McGill0007,13136,2.24951251469214
121,McGill0008,13115,2.24934378586121
121,McGill0009,13108,2.24928747653842
121,McGill0010,13132,2.24948039886702
121,McGill0011,13154,2.24965690224528
121,McGill0024,13098,2.24920697695722
121,McGill0025,13113,2.24932770087415
121,McGill0026,13202,2.25004087044292
121,McGill0027,13094,2.249174758099
121,McGill0028,13115,2.24934378586121
121,McGill0029,13214,2.25013662139244
121,McGill0058,13523,2.25256963640006
121,McGill0059,13104,2.24925528485544
121,McGill0079,14999,2.26340121552664
121,McGill0091,13120,2.24938398646844
121,McGill0095,13105,2.24926333379449
121,McGill0101,14725,2.26148201819524
121,McGill0102,13362,2.25130970754986
121,McGill0104,13362,2.25130970754986
121,McGill0106,13274,2.2506139387752
121,McGill0107,13097,2.24919892326251
121,McGill0322,13107,2.24927942963587
123,McGill0001,13437,2.25189870649279
123,McGill0002,13436,2.25189087709495
123,McGill0004,13426,2.25181254767723
123,McGill0005,13462,2.25209423241989
123,McGill0006,13423,2.25178903627784
123,McGill0007,13459,2.25207079050653
123,McGill0008,13467,2.25213328944849
123,McGill0009,13420,2.25176551907015
123,McGill0010,13455,2.25203952563748
123,McGill0011,13524,2.25257741015138
123,McGill0024,13417,2.25174199605141
123,McGill0025,13485,2.2522737621723
123,McGill0026,13452,2.25201607024374
123,McGill0027,13414,2.25171846721888
123,McGill0028,13457,2.25205515935585
123,McGill0029,13452,2.25201607024374
123,McGill0058,14597,2.26057190043847
123,McGill0059,13436,2.25189087709495
123,McGill0079,13743,2.25426473111849
123,McGill0091,13423,2.25178903627784
123,McGill0095,13443,2.25194566936054
123,McGill0101,15181,2.26465473916198
123,McGill0102,13439,2.25191436335674
123,McGill0104,13753,2.25434106708101
123,McGill0106,13515,2.25250742350985
123,McGill0107,13423,2.25178903627784
123,McGill0322,13493,2.25233612799214
125,McGill0001,29235,2.33050390075325
125,McGill0002,28807,2.32906865620586
125,McGill0004,28900,2.32938250105488
125,McGill0005,28897,2.32937239433609
125,McGill0006,28842,2.32918690016785
125,McGill0007,28850,2.32921390525035
125,McGill0008,28778,2.32897056314322
125,McGill0009,28790,2.32901116652675
125,McGill0010,28781,2.32898071573074
125,McGill0011,28858,2.32924090211653
125,McGill0024,28902,2.32938923822784
125,McGill0025,28836,2.32916664096112
125,McGill0026,28833,2.32915650962298
125,McGill0027,28840,2.32918014761286
125,McGill0028,28841,2.32918352395459
125,McGill0029,28783,2.32898748347726
125,McGill0058,30080,2.33327100525147
125,McGill0059,28948,2.32954405216136
125,McGill0079,29899,2.33268552658543
125,McGill0091,28829,2.32914299937253
125,McGill0095,28790,2.32901116652675
125,McGill0101,29321,2.33078950874299
125,McGill0102,28828,2.32913962148849
125,McGill0104,30615,2.33497922759878
125,McGill0106,28975,2.32963479553307
125,McGill0107,28814,2.32909231760619
125,McGill0322,28792,2.32901793195167
